Image Name,Speed Limit
Picture1.jpg,40
Picture2.jpg,15
Picture3.jpg,70
Picture4.jpg,25
Picture5.jpg,55
Picture6.jpg,20
Picture7.jpg,85
Picture8.jpg,80
